iter	Passed	Remaining
0	14	4423
1	29	4405
2	40	3990
3	49	3699
4	58	3455
5	65	3225
6	71	3001
7	78	2868
8	84	2736
9	92	2687
10	99	2602
11	106	2563
12	113	2514
13	120	2456
14	129	2454
15	136	2422
16	145	2418
17	152	2383
18	160	2370
19	166	2337
20	174	2319
21	181	2295
22	189	2284
23	196	2263
24	204	2254
25	211	2229
26	217	2204
27	226	2196
28	233	2184
29	241	2177
30	248	2159
31	256	2146
32	263	2131
33	270	2118
34	278	2106
35	285	2096
36	293	2088
37	300	2071
38	308	2063
39	315	2050
40	323	2044
41	329	2022
42	336	2014
43	342	1991
44	349	1978
45	356	1970
46	363	1958
47	371	1952
48	378	1940
49	386	1934
50	394	1924
51	402	1917
52	409	1907
53	417	1903
54	424	1893
55	433	1886
56	441	1880
57	449	1876
58	457	1867
59	465	1860
60	472	1852
61	481	1847
62	488	1837
63	495	1827
64	503	1820
65	510	1810
66	519	1805
67	526	1796
68	534	1787
69	541	1779
70	549	1773
71	558	1767
72	565	1758
73	573	1750
74	581	1743
75	589	1736
76	596	1727
77	603	1718
78	611	1709
79	619	1703
80	627	1695
81	636	1692
82	645	1686
83	652	1678
84	660	1669
85	667	1662
86	675	1653
87	683	1647
88	691	1640
89	700	1633
90	707	1624
91	715	1617
92	723	1610
93	732	1605
94	740	1597
95	748	1589
96	755	1581
97	763	1572
98	770	1564
99	777	1554
100	784	1545
101	791	1536
102	799	1528
103	806	1519
104	814	1511
105	821	1502
106	828	1494
107	835	1485
108	842	1476
109	849	1467
110	857	1459
111	864	1450
112	871	1442
113	878	1433
114	885	1424
115	892	1415
116	899	1407
117	907	1399
118	915	1392
119	922	1383
120	930	1376
121	937	1367
122	944	1359
123	952	1352
124	960	1345
125	967	1336
126	975	1329
127	983	1322
128	992	1315
129	1000	1308
130	1009	1302
131	1017	1294
132	1025	1287
133	1032	1279
134	1040	1272
135	1048	1264
136	1056	1257
137	1065	1250
138	1073	1243
139	1082	1236
140	1090	1229
141	1098	1222
142	1106	1214
143	1114	1207
144	1122	1200
145	1131	1192
146	1139	1185
147	1147	1178
148	1155	1171
149	1162	1162
150	1169	1154
151	1178	1147
152	1186	1139
153	1194	1132
154	1202	1124
155	1209	1116
156	1217	1109
157	1225	1101
158	1233	1093
159	1242	1086
160	1249	1078
161	1257	1071
162	1264	1063
163	1273	1056
164	1280	1047
165	1288	1040
166	1295	1031
167	1304	1024
168	1312	1017
169	1319	1009
170	1327	1001
171	1337	994
172	1345	987
173	1351	978
174	1358	970
175	1366	963
176	1374	955
177	1383	947
178	1390	940
179	1399	933
180	1407	925
181	1416	918
182	1424	910
183	1433	903
184	1440	895
185	1449	888
186	1456	880
187	1465	873
188	1473	865
189	1482	858
190	1490	850
191	1498	843
192	1505	834
193	1514	827
194	1521	819
195	1531	812
196	1539	804
197	1547	797
198	1554	788
199	1562	781
200	1570	773
201	1578	765
202	1586	758
203	1595	750
204	1602	742
205	1610	735
206	1618	727
207	1626	719
208	1635	712
209	1643	704
210	1652	696
211	1660	689
212	1668	681
213	1675	673
214	1683	665
215	1692	658
216	1699	650
217	1707	642
218	1715	634
219	1723	626
220	1731	619
221	1739	611
222	1747	603
223	1756	595
224	1764	588
225	1773	580
226	1781	572
227	1789	565
228	1797	557
229	1806	549
230	1815	542
231	1823	534
232	1831	526
233	1840	519
234	1847	511
235	1856	503
236	1864	495
237	1873	488
238	1880	480
239	1888	472
240	1896	464
241	1904	456
242	1911	448
243	1918	440
244	1926	432
245	1935	424
246	1943	417
247	1951	409
248	1959	401
249	1967	393
250	1975	385
251	1984	377
252	1991	369
253	1999	362
254	2008	354
255	2017	346
256	2024	338
257	2033	331
258	2041	323
259	2049	315
260	2057	307
261	2065	299
262	2073	291
263	2081	283
264	2089	276
265	2099	268
266	2108	260
267	2116	252
268	2124	244
269	2132	236
270	2140	229
271	2148	221
272	2155	213
273	2164	205
274	2171	197
275	2180	189
276	2187	181
277	2197	173
278	2203	165
279	2212	158
280	2221	150
281	2230	142
282	2238	134
283	2246	126
284	2254	118
285	2263	110
286	2271	102
287	2280	95
288	2288	87
289	2296	79
290	2304	71
291	2313	63
292	2321	55
293	2331	47
294	2339	39
295	2348	31
296	2356	23
297	2365	15
298	2374	7
299	2383	0
