iter	Logloss
0	0.6908922974
1	0.6882926365
2	0.6866780541
3	0.6849400941
4	0.6836554791
5	0.6825454782
6	0.6811035225
7	0.6798856044
8	0.6788990997
9	0.6783472663
10	0.6776649296
11	0.677009331
12	0.6761083816
13	0.6753430793
14	0.6746071082
15	0.6741519566
16	0.6735483785
17	0.6729295014
18	0.6723934689
19	0.6720250509
20	0.6714188885
21	0.6706889325
22	0.6702779563
23	0.669818363
24	0.6694664349
25	0.6690105883
26	0.668482145
27	0.6682901967
28	0.6680315885
29	0.6675839518
30	0.6672255251
31	0.6668940757
32	0.6665411987
33	0.6662600924
34	0.6658727576
35	0.6655199818
36	0.6649976885
37	0.6646377298
38	0.6642741826
39	0.6640424723
40	0.6637617758
41	0.6637337749
42	0.6634087418
43	0.6633649995
44	0.6630907602
45	0.6626463733
46	0.6622692718
47	0.6619399027
48	0.6616083207
49	0.6613896379
50	0.661171551
51	0.6608164398
52	0.6604998104
53	0.6601267347
54	0.6600164937
55	0.6596631924
56	0.6593156444
57	0.6590260271
58	0.6589456323
59	0.6587611466
60	0.6585088788
61	0.6582815631
62	0.6581113885
63	0.657865803
64	0.6576730506
65	0.6575002032
66	0.6572409194
67	0.6570618945
68	0.6567791249
69	0.6564589463
70	0.6562855561
71	0.6561323915
72	0.65591634
73	0.6556514368
74	0.655439348
75	0.6552002798
76	0.6549811751
77	0.6547887867
78	0.6544811157
79	0.654200716
80	0.6539896572
81	0.6538462677
82	0.6536303613
83	0.653527807
84	0.6533141652
85	0.6531225545
86	0.652940856
87	0.6526159151
88	0.6524614805
89	0.6523674498
90	0.6521701072
91	0.652008845
92	0.6517754028
93	0.6515326205
94	0.6511801788
95	0.6510205232
96	0.6507749517
97	0.6505448857
98	0.6503172082
99	0.6502003069
100	0.6500303153
101	0.6498665595
102	0.6494933621
103	0.6492406909
104	0.6489885969
105	0.6488054811
106	0.6486634179
107	0.648498134
108	0.6482215172
109	0.6479735883
110	0.6477493761
111	0.6473998476
112	0.6472470358
113	0.6468190285
114	0.6466928475
115	0.6464385714
116	0.6460747687
117	0.6457733445
118	0.6454731886
119	0.645164907
120	0.6448350416
121	0.644560053
122	0.6441853967
123	0.6439029626
124	0.6436002389
125	0.6432425111
126	0.6430284313
127	0.642655798
128	0.6424211821
129	0.6421813545
130	0.6420016073
131	0.6417218292
132	0.6415296943
133	0.6413173357
134	0.6409703607
135	0.6406858113
136	0.6403095015
137	0.6399914214
138	0.6397722281
139	0.6395307713
140	0.6392544927
141	0.6389704596
142	0.6386132531
143	0.6382261761
144	0.6380631775
145	0.637866014
146	0.6376653052
147	0.6373215794
148	0.6369889733
149	0.6367154401
150	0.6366356985
151	0.6363004241
152	0.6360801745
153	0.635804633
154	0.6355497731
155	0.6352957426
156	0.6347822958
157	0.6344886176
158	0.634338181
159	0.6340336335
160	0.6337435017
161	0.6334655333
162	0.6331482179
163	0.6328743788
164	0.6326813157
165	0.6324800831
166	0.6322421347
167	0.6320387935
168	0.6317627133
169	0.6316163368
170	0.6313013175
171	0.6309867096
172	0.6307744619
173	0.6304697097
174	0.6302282108
175	0.6299214518
176	0.629689314
177	0.6293068939
178	0.6289473105
179	0.6287090792
180	0.628465717
181	0.6282641054
182	0.6280478167
183	0.6278267629
184	0.6276001389
185	0.627381193
186	0.6272302666
187	0.6270807709
188	0.6268498656
189	0.6265851355
190	0.6262948122
191	0.6260464331
192	0.6257659825
193	0.625503488
194	0.6252608621
195	0.6250094142
196	0.6247707222
197	0.6245577518
198	0.6241683174
199	0.6240108844
200	0.623906093
201	0.6237369957
202	0.6233956002
203	0.6230954707
204	0.6228736181
205	0.622680461
206	0.6223913174
207	0.6221425449
208	0.6220082348
209	0.6217684819
210	0.621443614
211	0.621156192
212	0.6209763956
213	0.6207860149
214	0.6205203596
215	0.6202240538
216	0.6201069879
217	0.6199044256
218	0.6197883969
219	0.6195754681
220	0.6193652122
221	0.619264716
222	0.6190565143
223	0.618795807
224	0.618470796
225	0.6183008786
226	0.6181479981
227	0.6179101014
228	0.6176826454
229	0.6174130033
230	0.6171574491
231	0.6169847509
232	0.6167785326
233	0.6166430181
234	0.6164578399
235	0.6162431001
236	0.6160202063
237	0.615813108
238	0.6155989079
239	0.6154275961
240	0.6152357245
241	0.6149786288
242	0.6147493261
243	0.6145244564
244	0.614197027
245	0.6139939182
246	0.6137977697
247	0.6137019875
248	0.613510133
249	0.613263081
250	0.6130065538
251	0.6128064016
252	0.6126192667
253	0.6124120585
254	0.6121717879
255	0.6119750617
256	0.6117585353
257	0.6115932863
258	0.6114781381
259	0.611274509
260	0.6112312248
261	0.6109794101
262	0.6108402154
263	0.6106496781
264	0.6103753844
265	0.6101635192
266	0.6099880384
267	0.6097329587
268	0.6095498878
269	0.6093840101
270	0.6092232776
271	0.6090673084
272	0.6088494933
273	0.6086284955
274	0.6084821105
275	0.6082720822
276	0.6081708087
277	0.607994946
278	0.6077410211
279	0.6075519443
280	0.6073088044
281	0.6072190241
282	0.6070819924
283	0.6068787595
284	0.6067542046
285	0.6065619395
286	0.6064144802
287	0.6062021099
288	0.606001622
289	0.605728918
290	0.6055151602
291	0.60528672
292	0.6051632159
293	0.6049142162
294	0.6048200273
295	0.6045920662
296	0.6043960329
297	0.6041705316
298	0.6039425076
299	0.6037028188
